,sentence,scope
70,Get me a Howard shooting average,oos
124,I need to talk to customer service regarding my flight,oos
26,What are some deals on Amazon,oos
45,what it means to be an alpha male,oos
103,What's the deal on Amazon?,oos
121,which character is the most famous on titanic,oos
148,How can I get involved in restaurant marketing?,oos
118,How much is 1 share of Apple,oos
117,How much is one share of aapl,oos
20,Please find the capital of Pakistan and its population,oos
2,What are some deals on Amazon,oos
25,Who is Toledo's starting point for the next game,oos
74,What is Reynolds?,oos
41,Where is the dipstick?,oos
10,Are there any local stations covering the Raleigh's Ethical Walk in February?,oos
90,What is the largest state of us,oos
100,Please find the capital of Pakistan and its inhabitants,oos
105,there are some local stations covering the moral march in Raleigh in February,oos
123,Who is the current captain of this ship?,oos
114,Can you help me study for a history exam?,oos
113,How many sides are in the maze,oos
91,What are some deals on Amazon,oos
35,How is winter,oos
136,how is glue made,oos
60,which are some of the most famous works of Picasso,oos
113,How fast does an airplane travel,oos
53,What is the next football game,oos
46,Which city is the Super Bowl,oos
49,What is my personality,oos
126,When is the next time to play utah jazz,oos
132,When Nintendo was created,oos
63,where Abraham Lincoln lived,oos
127,LeBron James has a few points per game this season,oos
38,can you tell me something about nfl,oos
72,When was evolution first considered?,oos
20,How long is winter,oos
45,When classes start,oos
142,Is it worth investing in a goal?,oos
87,Where did Abraham Lincoln live,oos
130,who is radiohead,oos
49,What stage of evolution am I in?,oos
110,Super Smash Bros. is finally what is the best price right now,oos
144,Do people prefer summer over fall?,oos
68,What is the average battery life of an Android phone?,oos
35,How many years has Star Trek been released?,oos
134,where I can see art,oos
146,is a k-12 education that is required outside the United States,oos
27,what is the execution time of all the Lord of the Rings movies put together,oos
73,when do the lessons start,oos
115,What is the formula of the circle?,oos
142,How much is the additional product fee for the bank,oos
70,Who is the scariest character in Start Trek?,oos
144,What is the principle of the perimeter of a circle,oos
100,who is the chicago bulls trainer,oos
73,How do I remove a coffee stain?,oos
59,what is the most popular airline,oos
33,how can i become an aerospace engineer,oos
93,how to open a line of credit online,oos
88,When will the next movie starring Thor come out?,oos
79,How much money does radio broadcasting earn per year?,oos
74,who is the current master of this ship,oos
49,Where John Denver was born,oos
95,when is the next movie with Thor coming out,oos
105,Can you list tiger wood statistics for me?,oos
30,Is it worth investing in the target,oos
114,Which team does Eli Meninag play for?,oos
61,Who was the first capcom character,oos
57,which character is most famous than titanic,oos
102,When did mls start,oos
97,What year was star trek released,oos
72,what is the highest income game of atari,oos
130,how many Oscars Star Wars movies have won,oos
14,How many sides are there in a hexagon,oos
65,are there any local stations covering the moral march in Raleigh in February,oos
121,Can you list me tiger tiger statistics?,oos
93,What are some deals on Amazon,oos
78,How many players are on the Chicago Bulls,oos
108,That amazing character has appeared in most movies,oos
133,Sometimes another Nintendo is straightforward,oos
135,where's the dipstick,oos
52,which is the most popular airline,oos
144,Could you tell me something about the NFL,oos
76,who is the scariest hero in the start track,oos
122,How fast does an airplane travel,oos
42,what is the formula for the circumference of a circle,oos
2,What is the largest SaaS marketing company in the United States,oos
63,How much is 1 share of AAPL,oos
30,Someone who is the current captain of this ship,oos
76,how fast an airplane travels,oos
73,What are the benefits of graduating from university?,oos
100,What are some of Picasso's most famous works,oos
3,How much is 1 share of Apple,oos
5,Can you help me study for history exam,oos
2,What is the current market trend,oos
45,what is the most dominant scale in bluegrass,oos
8,why are exponents preformed before multiplication in the order of operations,oos
31,When mls started,oos
99,Who is Taldo's starting point guard for the next game,oos
33,which animals have alpha males,oos
139,What are some of Picasso's most famous works?,oos
67,what other personality type is most compatible with infjs,oos
111,When was Nintendo created?,oos
112,Can you tell me about the NFL?,oos
120,How many Oscar-winning films about Star Wars?,oos
81,what does it mean to be an alpha male,oos
122,Where John Denver was born,oos
58,How much does an overdraft cost for a bank?,oos
59,take my dwight howard medium shooting,oos
57,what is an overdraft fee for the bank,oos
2,What is SaaS Marketing,oos
44,How long is the winter,oos
14,When toyota was built,oos
10,How fast is the plane?,oos
58,What is the largest SaaS marketing company in the united states,oos
97,can you help me read the history exam,oos
8,which is the most popular airline,oos
63,When is the next nintendo direct,oos
81,Shawshank Liberation was released any year,oos
49,when nintendo was created,oos
97,How much is 1 part of aapl,oos
125,Where can i see art,oos
107,Which is the largest state in us,oos
74,There is extra time in college football,oos
26,what years has Korea been at war,oos
45,How much money does Radiohead make per year?,oos
125,eli mannign which team to play,oos
21,What does it mean to be an alpha male,oos
51,Where can I see art,oos
111,how expensive is an apple share,oos
75,What other personality type is best compatible with infjs?,oos
121,What other countries were involved in the Chinese trade war,oos
62,How long is winter,oos
45,what trees change color in the fall,oos
110,What is the current market trend,oos
80,when the next movie starring Thor will be released,oos
22,What is the largest dairy marketing company in the United States?,oos
141,what is the largest saas marketing company in the united states,oos
69,Why do men want to be alpha?,oos
135,What are some of Picasso's most famous works?,oos
87,What is the average battery life of an Android phone?,oos
85,What are the best pieces of van gogh,oos
65,When do classes start,oos
56,what is rhineland,oos
135,when was toyota made,oos
98,who broadcasts,oos
115,What is the largest state of us,oos
105,how many sides are in a hexagon,oos
83,where can I see art,oos
25,when nintendo was created,oos
137,How many planets have we discovered?,oos
60,who is the current captain of this ship,oos
65,how many planets have we discovered,oos
124,How much money does radiohead make in a year,oos
55,Kindergarten to high school education required outside the United States,oos
65,What is the largest dairy marketing company in the United States?,oos
47,Where can i find cruise control in a 2010 Kia Sportage?,oos
5,when lobe kobe bryant,oos
89,In what year was the last redemption issued?,oos
116,Who are some notable alumni of ucsd,oos
92,who is the current captain of this ship,oos
145,How many planets have we discovered?,oos
140,What is the next football game,oos
73,What is the next football game,oos
68,when is the next nintendo direct,oos
79,who is the coach of the chicago bulls,oos
20,how much is an overdraft for the bank,oos
7,which city is the super bowl,oos
148,there will be movies from the Justice League,oos
60,Get me a Howard shooting average,oos
105,what is the running time of all Lord of the Rings movies combined,oos
59,Some of the prominent graduates are ucsd,oos
63,When did boredom start?,oos
40,Korea has been at war for years,oos
142,Who formulated the theory of relativity,oos
68,What is the largest state among us,oos
98,when is the next direct nintendo,oos
37,Can you give me a list of hair wooden figures?,oos
132,When the Utah Jazz play another game,oos
142,Please explain the fishing rule to me,oos
143,who is the Chicago bulls trainer,oos
11,what is the current market trend,oos
145,Please explain the catch rule to me,oos
21,Which team does Eli Meninag play for?,oos
105,what do you call someone who was born in Segovia,oos
102,Are there local stations that cover the march in February?,oos
24,when nintendo was created,oos
137,When Nintendo was created,oos
42,Anytime the Louvre opens,oos
60,What is the largest SaaS marketing company in the United States,oos
63,How many players are on the Chicago Bulls,oos
83,What is Sauce Marketing?,oos
99,How fast does an airplane travel,oos
59,What were some of Ben Franklin’s accomplishments?,oos
14,How long do bank transfers take?,oos
91,where's the dipstick,oos
10,which years Korea has been at war,oos
115,What are the benefits of completing college?,oos
1,Where Abraham Lincoln lived,oos
133,Korea has been at war for years,oos
84,when Toyota was created,oos
121,what are the best van gogh pieces,oos
108,what is an overdraft fee for the bank,oos
37,who is the scariest character at the start of the trek,oos
133,how much money does radiohead earn per year,oos
28,Who is the toledo starting point guard for the next game,oos
129,What stage of evolution am I?,oos
98,What is the best price on super booty bros ultimate right now,oos
75,what is rhineland,oos
51,When classes start,oos
108,In what year did Saxaphone first play?,oos
37,where I can see art,oos
133,When was Toyota founded?,oos
100,When was Kobe Bryant born?,oos
61,What are some deals on amazon,oos
99,what were some of the notable achievements of ben franklin,oos
69,Which was the first Capcom character,oos
18,How many Oscars have Star Wars films won?,oos
101,Where can i get cruise control on my kia sportage 2010,oos
100,In what years was Korea at war?,oos
136,When is the next Nintendo straight?,oos
123,what is the running time of all Lord of the Rings movies combined,oos
33,Please find the capital of Pakistan and its inhabitants,oos
28,who is the chicago bulls trainer,oos
87,What are the best pieces of van gogh,oos
13,Why did Camus die?,oos
88,Is it worth investing in the goal,oos
78,I am at a stage of evolution,oos
48,What is the most popular airline,oos
56,what do you call someone who was born in segovia,oos
99,When was Kobe Bryant born?,oos
14,What is the most lucrative game in Atari?,oos
13,Who is the Chicago Bulls Coach,oos
7,Can you tell me something about the Nfl?,oos
36,Who was the first capcom character,oos
127,how much is an overdraft for the bank,oos
106,How much is 1 share of AAPL,oos
62,when was toyota made,oos
94,how to change my billing address,oos
142,What are the benefits of completing college?,oos
14,Are you able to answer algebraic equations?,oos
84,How many Oscars have Star Wars movies won?,oos
26,Are Justice League films being screened?,oos
91,how much a share of apples costs,oos
127,what are some deals for amazon,oos
139,How do i remove a coffee defect,oos
74,when the louvre opens,oos
91,How many Oscars did Star Wars win?,oos
25,Why does a male want to be an alpha,oos
110,How fast is the plane?,oos
63,How many points per game this season is the average LeBron James,oos
87,when lobe kobe bryant,oos
148,When is the next Nintendo Direct,oos
122,please explain the catch rule to me,oos
129,any owner in my area,oos
105,what were some of Ben Franklin's outstanding achievements,oos
7,How much money does Radiohead earn per year?,oos
59,what does my personality mean,oos
24,how fast an airplane travels,oos
54,What are some ways to reduce costs?,oos
76,Who is the Toledo goalkeeper in the next match,oos
70,when was kobe bryant born,oos
129,What is my personality,oos
46,please explain the catch rule to me,oos
12,What is the average battery life of an Android phone?,oos
109,when the next movie starring Thor will be released,oos
135,How do I change my billing address?,oos
147,what's the next football game,oos
21,in what year was Star Trek released,oos
114,any owner in my area,oos
8,What is the running time of all the lords of the ring movies,oos
83,Is there a Justice League movie?,oos
111,Kindergarten to high school education required outside the United States,oos
139,How long is winter,oos
82,Is it worth investing in a goal?,oos
50,Is there an extended game in college football?,oos
42,when the theory of evolution was first considered,oos
43,what a wonderful character has appeared in most movies,oos
50,Do people prefer summer to autumn?,oos
24,worth investing in,oos
147,how many players are in the chicago bulls,oos
135,Are there any local stations that cover the moral march at the rally in February,oos
87,How many students attend ucsb,oos
122,Which piano is better for the classics,oos
5,How many years have been the war in korea,oos
83,what are some ways to reduce costs,oos
68,what it means to be an alpha male,oos
129,can you tell me something about the nfl,oos
136,What is the most dominant level in bluegrass?,oos
5,Animals have alpha males,oos
78,do people prefer summer to autumn,oos
40,what is marketing sas,oos
108,What year was star trek released,oos
79,Which Marvel character has appeared in the most movies?,oos
64,What is Rhineland?,oos
100,How many students attend ucsb,oos
5,Why exponentials before multiplication in the order of operations are predetermined,oos
118,what is the Rhineland,oos
58,it takes me the average shooting average,oos
126,The amazing character has appeared in most movies,oos
64,are you able to answer algebra equations,oos
33,When is Utah Jazz playing next?,oos
96,What percentage of the species shows blood characteristics,oos
44,how can i get involved in restaurant marketing,oos
35,When youth jazz play ahead,oos
92,What is the most dominant scale in bluegrass,oos
97,Why are exponentials deformed before multiplication in order of operation,oos
10,What does my personality mean?,oos
88,How it is made,oos
112,what size wipers does this car have,oos
107,Please find the capital of Pakistan and its inhabitants,oos
135,What are the benefits of completing college,oos
86,please explain the catch rule to me,oos
15,Is K-12 education required outside of the United States?,oos
139,get me dwight howard shooting average,oos
92,which other nations were involved in the Chinese trade war,oos
109,Who coaches the Chicago Bulls?,oos
96,Can you give me a list of tire wood stats?,oos
82,What stage of evolution am I in?,oos
145,who is radiohead,oos
42,When will the next movie starring Thor be out?,oos
134,Please explain the catch rule to me,oos
39,when Nintendo is next direct,oos
88,who is the current captain of this ship,oos
88,What do you call someone born in Segovia?,oos
145,How much is the additional product fee for the bank,oos
22,What is the most prominent scale in bluegrass,oos
133,how long is winter,oos
120,Can you tell me something about the Nfl?,oos
17,What year was the saxophone first played?,oos
105,What are the best Van Gogh pieces,oos
45,Where John Denver was born,oos
26,how to open a line of credit online,oos
96,What are the best Van Gogh pieces,oos
115,k-12 education is required outside the United States,oos
75,is there overtime in college football,oos
1,Please find the capital of Pakistan and its population.,oos
85,who is the scariest hero in the start track,oos
120,How can I start my own marketing company?,oos
107,Is it necessary to make a targeted investment?,oos
99,Can you help me study for a history test?,oos
92,why exponents are made before multiplication by the order of operations,oos
110,Who is a very scary character in the beginning,oos
134,What is the largest state in the US?,oos
52,I need to talk to customer service about my flight,oos
65,When was Kobe Bryant born?,oos
146,What is Saas Marketing?,oos
40,how fast the plane goes,oos
134,What is SaaS Marketing,oos
81,what is the largest saas marketing company in the united states,oos
3,when was toyota made,oos
139,how fast an airplane travels,oos
32,What is the current market trend?,oos
95,which is the most dominant degree in bluegrass,oos
7,Why do males want to be alpha?,oos
54,what years has Korea been at war,oos
38,which city is the super cup,oos
40,What is the highest earning game on Atri?,oos
81,Do people prefer summer to autumn,oos
60,Who is the Toledo goalkeeper in the next match,oos
106,what other personality type is most compatible with infjs,oos
74,What's the best price on Super Smash Bros Ultimate now,oos
111,how many points per game did Lebron James average this season,oos
143,When is the next movie going to be released with Thor?,oos
38,Any headlines from my area,oos
113,When is the next movie going to be released with Thor?,oos
131,How many planets have we discovered,oos
142,when classes start,oos
12,what is the name of someone who was born in segovia,oos
147,when classes start,oos
125,Who is the coach of the Chicago Cows,oos
108,who are some notable alumni of ucsd,oos
24,Where can I find the cruise control on my 2010 kia sportage?,oos
116,how many planets have we discovered,oos
85,Tell us about the NFL,oos
96,how much a share of apples costs,oos
29,What is the average battery life of an Android phone?,oos
105,What is the highest paying game in Atari?,oos
45,when will utah play jazz next time,oos
125,where was john denver born,oos
134,When Kamyu died,oos
95,How long does wire transfer take,oos
72,How long do wire transfers take,oos
61,What were some of Ben Franklin's most notable accomplishments?,oos
140,How can I start my own marketing company?,oos
106,Who formulated the theory of relativity,oos
94,I am at a stage of evolution,oos
34,In what year was the last redemption issued?,oos
136,where abraham lincoln lived,oos
39,What are the best pieces of van gogh,oos
17,What is the current market trend?,oos
66,How many planets did you discover,oos
35,How many sides are in a hexagon,oos
81,why are exponents output before multiplication in the order of operations,oos
55,What other personality type is best compatible with infjs?,oos
141,where lived Abraham Lincoln,oos
76,What is the highest paying game in Atari?,oos
116,What size wiper does this car use?,oos
58,When Toyota was built,oos
145,which piano is best for classical,oos
76,how long do wire transfers take,oos
27,What are some ways to reduce spending?,oos
0,why are exponents preformed before multiplication in the order of operations,oos
145,which character is the most famous on titanic,oos
63,Do people prefer summer over autumn,oos
100,How long will the wire transfer take?,oos
109,How do I open an online credit line?,oos
110,How do I change my billing address?,oos
141,Is K-12 education required outside the United States?,oos
108,What is milk marketing,oos
72,who are some prominent ucsd alumni,oos
130,How many years has Star Trek been released?,oos
131,Which marvel character has appeared in most of the films?,oos
143,where was John Denver born,oos
33,When was Kobe Bryant born?,oos
144,what's the next football game,oos
96,Saas is the largest marketing company in the United States,oos
109,what is the rhineland,oos
119,When Camus died,oos
27,how can I participate in restaurant marketing,oos
69,when the louvre opens,oos
68,when Utah jazz plays afterwards,oos
81,What is the most popular airline,oos
124,Please explain the catch rules to me,oos
81,Who is Toledo's starting point guard for the next game?,oos
66,Do people love summer more than autumn?,oos
121,How do I change my billing address?,oos
92,how much are the overdraft fees for the bank,oos
81,how expensive is the share of apples,oos
30,What is the principle of the perimeter of a circle,oos
125,How fast is the plane?,oos
95,Who formulated the theory of relativity,oos
95,Where can I get cruise control on my Kia Sports 2010?,oos
3,how many planets have we discovered,oos
19,people prefer summer to autumn,oos
101,Get the average shooting attitude to me,oos
22,When do lessons start,oos
128,what is the formula for the circumference of a circle,oos
14,How many points per game this season is the average LeBron James,oos
18,How to open a credit line on the Internet,oos
28,How can I get rid of enough sin?,oos
73,Which Marvel character has appeared in most movies,oos
92,How many planets have we discovered?,oos
7,which piano is best for classical,oos
67,any owner in my area,oos
88,Who is the coach of Chicago Bull?,oos
63,How is winter,oos
38,what is rhineland,oos
68,What stage of evolution am I?,oos
119,how much is 1 share of aapl,oos
119,Is K-12 training required outside of the United States?,oos
134,Adhesive is made,oos
36,Which city is the Super Bowl,oos
24,when Camus dies,oos
84,What's the best price on Super Smash Bros Ultimate now,oos
53,now what is the best price for Super Smash Bros Ultimate,oos
130,When will the next movie starring Thor come out?,oos
20,at what time the blinds open,oos
96,What is the next football game,oos
63,Do change the color of the trees in the fall,oos
127,what is the next football match,oos
85,How many players are in the Chicago Bull?,oos
118,which character is most famous than titanic,oos
69,What a year of redemption the horn was set free,oos
136,What team does eli mannign play for?,oos
80,what is the average battery life of an android phone,oos
148,how to start my own marketing firm,oos
103,How many people live in taiwan,oos
147,where can I see art,oos
90,What is the best price on super booty bros ultimate right now,oos
147,How do I become an aerospace engineer,oos
87,What year was Star Star released?,oos
85,Who was the first Capcom character,oos
62,k-12 education required outside the united states,oos
125,Find the capital of Pakistan and its inhabitants,oos
127,Eli Mannign plays for any team,oos
32,When is the next Nintendo Direct?,oos
18,Which Marvel character has appeared in most movies,oos
45,What is Rhineland,oos
127,what a wonderful character has appeared in most movies,oos
126,How long is winter,oos
88,what are the offers on amazon,oos
121,Who was the first Capcom character,oos
9,how to start my own marketing business,oos
33,what stage of evolution am I,oos
80,Where can I see art,oos
97,How can I get involved in restaurant marketing?,oos
128,What is the most dominant scale in bluegrass,oos
61,who is the current master of this ship,oos
71,How long to use all Lord of the Rings movies,oos
96,Why males want to be alpha,oos
9,How do I remove a coffee defect,oos
7,how many planets have we discovered,oos
112,You need to consult customer service regarding your flight,oos
25,What does my personality mean,oos
83,how long does winter last,oos
128,What percentage of the species show cold-blooded traits,oos
28,what is the most dominant scale in bluegrass,oos
58,why men want to be alpha,oos
126,What does my personality mean,oos
144,How much is 1 share of Apple,oos
42,Why do men want to be alpha?,oos
53,Which Marvel character has appeared in the most movies?,oos
62,when is the next nintendo direct,oos
14,How do I open a line of credit online,oos
49,College football is overtime,oos
81,Who is the current captain of this ship?,oos
108,In what years was Korea at war?,oos
95,How do I open an online credit line?,oos
78,When was Nintendo created?,oos
9,What is Rhineland?,oos
95,Can you give me Tiger Wood's stats?,oos
104,How fast does an airplane travel?,oos
85,What other character type is compatible with infjs?,oos
93,what is the formula for the circumference of a circle,oos
123,It is a K-12 education required outside of the United States,oos
51,How fast does an airplane travel?,oos
22,Who is the Chicago Bulls coach,oos
70,What are the benefits of completing college?,oos
75,what it means to be an alpha male,oos
7,What is the most popular airline,oos
98,Please explain the rules of hunting to me,oos
95,who are former notables of the ucsd,oos
64,When classes start,oos
108,Please find the capital of Pakistan and its population,oos
14,how many planets have we discovered,oos
56,Some of the prominent graduates are ucsd,oos
141,Number of sides of the hexagon,oos
101,how expensive is a piece of apple,oos
50,How many points per game is LeBron James' average this season,oos
139,When was Nintendo created?,oos
25,how can i become an aerospace engineer,oos
91,Which year was the first time Saxon Phone was played,oos
142,Who will play in the next game in Toledo?,oos
112,what's the next football game,oos
130,When classes start,oos
4,How Much Money Does a Radiohead Make a Year?,oos
22,How can I remove the coffee stain,oos
6,Who formulated the theory of relativity,oos
37,What are some of Picasso's most famous works?,oos
122,what is 1 share of aapl,oos
56,what is marketing sas,oos
26,how can i become an aerospace engineer,oos
140,where Abraham Lincoln lived,oos
140,please explain the catch rule to me,oos
45,When Nintendo was created,oos
86,Who is the coach of the Chicago Cows,oos
53,How do I change my billing address?,oos
8,How many people live in Taiwan?,oos
99,which team plays eli mannign,oos
38,What is the most popular airline,oos
52,How much is one share of aapl,oos
59,Are you able to answer algebra equations,oos
120,The piano is the best for the classical,oos
36,who is a radio,oos
90,What do you call a person born in Segovia?,oos
58,When will Utah Jazz play next?,oos
43,how many people live in Taiwan,oos
42,In which year was Shashank Released?,oos
58,which city is the super bowl,oos
50,Who is the Chicago Bulls trainer,oos
80,When did mls start,oos
118,When was Nintendo Created?,oos
110,What percentage of the species show cold-blooded traits,oos
93,K-12 education is required outside the United States,oos
141,who is the chicago bull coach,oos
116,when lobe kobe bryant,oos
111,who broadcasts,oos
69,what other nations were involved in the Chinese trade war,oos
9,what is saas marketing,oos
92,Amazing characters from most movies,oos
145,Amazing characters from most movies,oos
117,How is the glue made,oos
71,What is our largest state?,oos
137,where was John Denver born,oos
148,Any title from my area,oos
65,Number of Oscars Winners of Star Wars Movies,oos
125,How do I start my own marketing company,oos
1,What do you call a person born in Segovia,oos
65,which piano is best for classical,oos
48,When Nintendo was created,oos
144,What is the average battery life of an Android phone?,oos
130,are you able to answer in algebra equations,oos
86,What's the deal on Amazon?,oos
73,How many years has Star Trek been released?,oos
117,How much is an overdraft fee for the bank?,oos
142,What does it mean to be an alpha male,oos
16,How long has Korea been at war?,oos
71,what is the most dominant scale in bluegrass,oos
21,What is milk marketing,oos
5,What stage of evolution am I?,oos
80,Polygons are in a hexagon,oos
71,How do I change my billing address,oos
21,When did mls start,oos
76,what is the average battery life of an android phone,oos
13,Who is Radiohead,oos
36,who is the chicago bull coach,oos
56,How to remove coffee stains,oos
86,What are Van Gogh's best pieces?,oos
139,Where John Denver was born,oos
144,where is the pit dip,oos
110,When was the theory of evolution first considered,oos
30,How do I start my own marketing platform?,oos
126,When the next Nintendo live,oos
120,what other nations were involved in the Chinese trade war,oos
86,Which trees change color in the fall,oos
0,Who formulated the theory of relativity,oos
83,How do I change my payment address?,oos
11,How many players are on the Chicago Bulls,oos
132,Do people prefer summer to autumn?,oos
121,what are some deals for amazon,oos
15,What are the ways to reduce costs?,oos
42,which are the best pieces of Van Gogh,oos
13,justice league movies are being shown,oos
144,What is the current market trend,oos
141,How many players are there in the Chicago Bulls,oos
79,How is the glue made,oos
64,are there any movies about the justice league,oos
122,which team does Eli Mannign play for,oos
29,Can you help me study for a history exam?,oos
94,Who was the first Capcom character,oos
81,Which character is the most famous of Titanic?,oos
33,where Abraham Lincoln lived,oos
25,at what time does the louvre open,oos
117,Who is the horror character in the opening trek,oos
101,How many players are in the Chicago Bull?,oos
18,kia sportage 2010 Where to find cruise control,oos
104,When was Cobb Bryant born?,oos
134,who is the most awesome character at the beginning of the trek,oos
7,how many students attend ucsb,oos
14,how many players are there on the chicago bulls,oos
126,what is the largest state in the us,oos
130,When was Nintendo created,oos
113,how many oscars have Star Wars movies won,oos
96,when the next film starring actor Thor will be released,oos
122,What year was Star Trek released?,oos
133,When will you play Utah Jazz next?,oos
122,how to open a line of credit online,oos
82,What is SaaS marketing?,oos
28,How to participate in restaurant marketing,oos
78,what is the most popular airline,oos
19,In which year was Shashank Released?,oos
145,How do I start my own marketing business?,oos
72,What is the most popular airline?,oos
82,who are some notable alumni of the ucsd,oos
125,What is the Largest Saas Marketing Company in the United States?,oos
43,How many oscars did star wars movies win,oos
144,what does it mean to be an alpha male,oos
57,What individual type corresponds to infjs,oos
138,how to open a line of credit online,oos
8,I need to talk to my flight related customer service,oos
65,When the theory of evolution was first considered,oos
0,in what year was Star Trek released,oos
144,How many sides in a hexagon,oos
141,What color do trees change in autumn,oos
107,When was the theory of evolution first considered?,oos
114,Where can i see art?,oos
117,Who was the first Capcom character,oos
99,which is the most popular airline,oos
17,where is the gauge,oos
112,Which city is the Super Bowl,oos
89,what is the highest game you earn on atari,oos
145,Where can I find cruise control on my Kia Sportage 2010?,oos
79,Which was the first Capcom character,oos
140,"When was the next film, starring Thor",oos
145,where is the gauge,oos
63,which city is the super bowl,oos
20,When do classes start,oos
90,Let me take the average of the Deute Howard,oos
104,That is the scariest character at the beginning of the journey,oos
0,Why did Camus die?,oos
124,What is the largest state of us,oos
50,Who is the Toledo goalkeeper in the next match,oos
25,how much is winter,oos
144,how much money does radiohead earn per year,oos
74,When is the next Nintendo Direct,oos
50,brought me dwight howard shooting average,oos
113,How many planets have we discovered,oos
97,How do I remove a coffee defect,oos
0,what is the most dominant scale in bluegrass,oos
128,Are you able to answer algebraic equations?,oos
8,What other countries have participated in the Chinese trade war,oos
76,what other personality type is most compatible with infjs,oos
5,I need to talk to my flight related customer service,oos
63,can you list me tiger wood statistics,oos
87,How do I open a line of credit online,oos
84,Where did Abraham Lincoln live?,oos
140,Who is the scariest character in Start Trek?,oos
19,How do I open an online credit line?,oos
137,Why are exponents preformed before multiplication in the order of operations?,oos
115,The personality of any other character is very appropriate with infusions,oos
132,who is the starting guard of Toledo for the next match,oos
2,When Nintendo was created,oos
6,when the mls began,oos
5,In what year was the last redemption issued?,oos
98,Some of the prominent graduates are ucsd,oos
29,Why exponentials before multiplication in the order of operations are predetermined,oos
111,where was John Denver born,oos
145,Number of Oscars Winners of Star Wars Movies,oos
4,Who is the current captain of this ship,oos
56,Any title from my area,oos
102,which were some of Ben Franklin's remarkable achievements,oos
76,What time to run all Lord of the Rings movies combined,oos
36,why men want to be alpha,oos
83,what is the average battery life of an android phone,oos
146,Please explain the capture rule to me,oos
42,Any headlines in my area,oos
39,What other personality type is most compatible with infjs,oos
119,Where did Abraham Lincoln live?,oos
98,Are there any justice league movies shown?,oos
98,What are the best Van Gogh pieces,oos
31,Which Marvel character has appeared in the most movies?,oos
58,what is the next football game,oos
125,who is the scariest character at the start of the trek,oos
21,Who is a very scary character in the beginning,oos
136,Where John Denver was born,oos
113,Please explain the fishing rule to me,oos
1,When does the lesson begin?,oos
66,What do you call someone who was born in segovia,oos
56,What animals are alpha males,oos
77,Is there overtime in college football?,oos
33,where can i find cruise control on my 2010 kia sportage,oos
140,there is overtime in college football,oos
72,Do people prefer summer to fall?,oos
25,when jute jazz follows,oos
141,Animals have alpha males,oos
98,When was Toyota made?,oos
73,When is the next movie going to be released with Thor?,oos
131,When did the mls start,oos
101,what is the largest state in the United States,oos
75,Is K-12 education required outside the United States?,oos
98,Here you will find the capital of Pakistan and its people,oos
30,Can you tell me about the NFL?,oos
148,How to remove stains on coffee,oos
144,how much is an overdraft for the bank,oos
71,What percentage of the species show cold-blooded traits?,oos
97,How expensive is Apple’s share,oos
105,which piano is best for classical,oos
79,How many points per game does Lebron James have on average this season?,oos
85,what is saas marketing,oos
82,are you able to answer algebra equations,oos
85,which is the most popular airline,oos
119,What year was star trek released,oos
16,when the camus died,oos
141,How expensive is an apple portion?,oos
145,This car can take any size wipers,oos
90,in what year was the saxaphone first played,oos
118,what are some deals for amazon,oos
32,What is the most dominant scale in bluegrass,oos
143,What are the benefits of completing college,oos
134,When is the next time to play utah jazz,oos
67,In what year was Star Trek launched,oos
119,When will Utah Jazz play next?,oos
70,Please explain the law of fishing to me,oos
127,What time does it open?,oos
14,what are the benefits of completing college,oos
59,How many people live in Taiwan?,oos
105,which trees change color in autumn,oos
43,which are some of picasso's most famous works,oos
125,what is the next football game,oos
50,How to open a credit line on the Internet,oos
116,How much is one share of aapl,oos
23,What is the most lucrative game in Atari?,oos
85,What is the most dominant scale in bluegrass,oos
19,How many planets have we discovered?,oos
68,Is it worth investing in the goal,oos
35,I need to speak to customer service about my flight,oos
93,what city is the super bowl,oos
122,when was toyota made,oos
133,Can you list me tiger tiger statistics?,oos
113,when Toyota was created,oos
131,That is the scariest character at the beginning of the journey,oos
43,do people prefer summer to autumn,oos
4,Which was the first Capcom character,oos
55,Famous graduates of ucsd program,oos
134,What is the Largest Saas Marketing Company in the United States?,oos
87,What is the most dominant scale in blue grass?,oos
112,Where is the dipstick?,oos
124,When was Nintendo created?,oos
86,Where Abraham Lincoln lives,oos
88,Can you help me read a history test?,oos
119,What is the highest grossing game in Atari,oos
42,how much is winter,oos
73,What does my personality mean,oos
116,how can I get involved in restaurant marketing,oos
71,What is Rhineland,oos
99,How do I get involved in restaurant marketing?,oos
83,what is the largest state in the United States,oos
6,how to make the glue,oos
23,what animals have alpha males,oos
12,is a k-12 education that is required outside the United States,oos
43,What are the benefits of graduating from college,oos
66,where abraham lincoln lived,oos
49,what are some deals for amazon,oos
60,Where is the dipstick?,oos
48,what are the best pieces of van gogh,oos
110,Are there local stations covering the moral march at the rally in February?,oos
134,How can i become an aerospace engineer,oos
4,what is the operating time of all ring lord movies,oos
122,how many players are there in chicago bulls,oos
65,Bring me Medium (Dwight Howard),oos
139,formulated the theory of relativity,oos
63,when the louvre opens,oos
70,When will the next film starring Thor come out?,oos
109,eli mannign which team to play,oos
104,how much is 1 share apel,oos
115,Where I can see art,oos
104,Who is Toledo's starting point guard for the next game?,oos
115,Why men want to be alpha,oos
92,Are there overtime in college football?,oos
95,what were some of the notable achievements of ben franklin,oos
